Arcitectural Category	Publicity	Instruction Name	Operand Format	Op_A	OP_B	Op_C	Op_D	Op_EJ	Op_FK	Op_G	Instruction Code[31:0]	Source Register	Register Read Stage	Register Read Stage G3MH	Destination Register	Register Available Stage	Register Available Stage G3MH	Register Available Stage G3KH	Write Back Stage	Parallel Group	Parallel Group Changed	Parallel Group G3KH	Fusion Instruction Type	ID divided	RN divided	DP divided	WB divided	EX issue limit	CM limit	Instruction Group V850	Issue Rate	Issue Rate G3MH	Issue Rate G3KH	Cycle Calculation Type	Load Type	RS resource1	RS resource2	EX resource1	EX resource2	PSW.CC Dependency	dummy	Branch Type	Branch Type G3MH	Branch Type G3KH	Privilege Type	Copro Type	Mei instruction type	Mdp exception code bit	Library Function Name	Instruction Size	Decode Type	Argument Type	Note
SIMD		flpv.s4 imm2,wreg2,wreg3	flpv.s4 IU[1:0],WR[15:11],WR[31:27]	rrrrr	111111	110ii	wwwww	10110	100000		wwwww10110100000rrrrr111111110ii	VREG2/VREG2	1/1		VREG3/VREG3	1/1				9_1									SINGLE	SIMD	1					FXUOP		FXUOP								SIMD			FLPVS4	32	BKJC-	VR2_VR3	
SIMD		movv.w4 wreg2,wreg3	movv.w4 WR[15:11],WR[31:27]	rrrrr	111111	11110	wwwww	10110	100000		wwwww10110100000rrrrr11111111110	VREG2/VREG2	1/1		VREG3/VREG3	1/1				9_4									SINGLE	SIMD	1					FXUOP		FXUOP								SIMD			MOVVW4	32	BKJC-	VR2_VR3	
SIMD		trfsrv.w4 imm3,wreg2	trfsrv.w4 IU[29:27],WR[15:11]	rrrrr	111111	11111	00iii	10110	100000		00iii10110100000rrrrr11111111111	VREG3/VREG3/VREG3/VREG3	1/1/1/1		PSW_CC	1				9_1									SINGLE	SIMD	1					FXUMOV		FXUMOV		SET						SIMD			TRFSRVW4	32	BKJCD-	VR2	
SIMD		addf.s4 wreg1,wreg2,wreg3	addf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	100100		wwwww10110100100rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			ADDFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		subf.s4 wreg1,wreg2,wreg3	subf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	100110		wwwww10110100110rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			SUBFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		mulf.s4 wreg1,wreg2,wreg3	mulf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	101000		wwwww10110101000rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			MULFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		maxf.s4 wreg1,wreg2,wreg3	maxf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	101010		wwwww10110101010rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			MAXFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		minf.s4 wreg1,wreg2,wreg3	minf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	101100		wwwww10110101100rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			MINFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		divf.s4 wreg1,wreg2,wreg3	divf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	101110		wwwww10110101110rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	19/19				9_1									SINGLE	SIMD	16					FXUOP		FXUOP								SIMD			DIVFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		addrf.s4 wreg1,wreg2,wreg3	addrf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	110100		wwwww10110110100rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			ADDRFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		subrf.s4 wreg1,wreg2,wreg3	subrf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	110110		wwwww10110110110rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			SUBRFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		mulrf.s4 wreg1,wreg2,wreg3	mulrf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	111000		wwwww10110111000rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			MULRFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		maxrf.s4 wreg1,wreg2,wreg3	maxrf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	111010		wwwww10110111010rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			MAXRFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		minrf.s4 wreg1,wreg2,wreg3	minrf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10110	111100		wwwww10110111100rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			MINRFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		addxf.s4 wreg1,wreg2,wreg3	addxf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	000100		wwwww10111000100rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			ADDXFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		subxf.s4 wreg1,wreg2,wreg3	subxf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	000110		wwwww10111000110rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			SUBXFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		mulxf.s4 wreg1,wreg2,wreg3	mulxf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	001000		wwwww10111001000rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			MULXFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		addsubf.s4 wreg1,wreg2,wreg3	addsubf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	010000		wwwww10111010000rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			ADDSUBFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		subaddf.s4 wreg1,wreg2,wreg3	subaddf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	010010		wwwww10111010010rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			SUBADDFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		addsubxf.s4 wreg1,wreg2,wreg3	addsubxf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	010100		wwwww10111010100rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			ADDSUBXFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		subaddxf.s4 wreg1,wreg2,wreg3	subaddxf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	010110		wwwww10111010110rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			SUBADDXFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		addsubnf.s4 wreg1,wreg2,wreg3	addsubnf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	011000		wwwww10111011000rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			ADDSUBNFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		subaddnf.s4 wreg1,wreg2,wreg3	subaddnf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	011010		wwwww10111011010rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			SUBADDNFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		addsubnxf.s4 wreg1,wreg2,wreg3	addsubnxf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	011100		wwwww10111011100rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			ADDSUBNXFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		subaddnxf.s4 wreg1,wreg2,wreg3	subaddnxf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10111	011110		wwwww10111011110rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			SUBADDNXFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		fmaf.s4 wreg1,wreg2,wreg3	fmaf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10011	000000		wwwww10011000000rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2/VREG3/VREG3	1/1/1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			FMAFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		fmsf.s4 wreg1,wreg2,wreg3	fmsf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10011	000010		wwwww10011000010rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2/VREG3/VREG3	1/1/1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			FMSFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		fnmaf.s4 wreg1,wreg2,wreg3	fnmaf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10011	000100		wwwww10011000100rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2/VREG3/VREG3	1/1/1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			FNMAFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		fnmsf.s4 wreg1,wreg2,wreg3	fnmsf.s4 WR[4:0],WR[15:11],WR[31:27]	rrrrr	111111	RRRRR	wwwww	10011	000110		wwwww10011000110rrrrr111111RRRRR	VREG1/VREG1/VREG2/VREG2/VREG3/VREG3	1/1/1/1/1/1		VREG3/VREG3	5/5				9_1									SINGLE	SIMD	2					FXUOP		FXUOP								SIMD			FNMSFS4	32	BKJ-	VR1_VR2_VR3	
SIMD		ldv.w imm4,disp16[reg1],wreg2	ldv.w IU[24:21],D[47:34]<<2[R[4:0]],WR[31:27]	00000	111101	RRRRR	wwwww	00iiii	11101	D16	wwwww00iiii1110100000111101RRRRR	REG1/VREG2/VREG2	1/1/1		VREG2/VREG2	3/3				9_2									SINGLE	LD	1					FXUMOV	LS	FXUMOV	LS							SIMD	29		LDVW_D16	48	BaFE-	R1_VR2	
SIMD		stv.w imm2,wreg2,disp16[reg1]	stv.w IU[22:21],WR[31:27],D[47:34]<<2[R[4:0]]	00000	111101	RRRRR	wwwww	0100ii	11101	D16	wwwww0100ii1110100000111101RRRRR	REG1/VREG2	1/1							9_2									SINGLE	ST	1					FXUMOV	LS	FXUMOV	LS							SIMD	29		STVW_D16	48	BaFE-	R1_VR2	
SIMD		ldv.qw disp16[reg1],wreg2	ldv.qw D[47:36]<<4[R[4:0]],WR[31:27]	00000	111101	RRRRR	wwwww	010100	11101	D16	wwwww0101001110100000111101RRRRR	REG1	1		VREG2/VREG2	4/4				9_3									SINGLE	LD	1			LDV_QW		FXUMOV	LS	FXUMOV	LS							SIMD	29		LDVQW_D16	48	BaFE-	R1_VR2	
SIMD		stv.qw wreg2,disp16[reg1]	stv.qw WR[31:27],D[47:36]<<4[R[4:0]]	00000	111101	RRRRR	wwwww	010101	11101	D16	wwwww0101011110100000111101RRRRR	REG1/VREG2/VREG2	1/1/1							9_3									SINGLE	ST	1			STV_QW		FXUMOV	LS	FXUMOV	LS							SIMD	29		STVQW_D16	48	BaFE-	R1_VR2	
SIMD		ldv.dw imm2,disp16[reg1],wreg2	ldv.dw IU[22:21],D[47:35]<<3[R[4:0]],WR[31:27]	00000	111101	RRRRR	wwwww	0110ii	11101	D16	wwwww0110ii1110100000111101RRRRR	REG1/VREG2/VREG2	1/1/1		VREG2/VREG2	4/4				9_2									SINGLE	LD	1					FXUMOV	LS	FXUMOV	LS							SIMD	29		LDVDW_D16	48	BaFE-	R1_VR2	
SIMD		stv.dw imm1,wreg2,disp16[reg1]	stv.dw IU[21:21],WR[31:27],D[47:35]<<3[R[4:0]]	00000	111101	RRRRR	wwwww	01110i	11101	D16	wwwww01110i1110100000111101RRRRR	REG1/VREG2/VREG2	1/1/1							9_2									SINGLE	ST	1					FXUMOV	LS	FXUMOV	LS							SIMD	29		STVDW_D16	48	BaFE-	R1_VR2	
SIMD		ldvz.h4 disp16[reg1],wreg2	ldvz.h4 D[47:35]<<3[R[4:0]],WR[31:27]	00000	111101	RRRRR	wwwww	011110	11101	D16	wwwww0111101110100000111101RRRRR	REG1	1		VREG2	4				9_2									SINGLE	LD	1					FXUMOV	LS	FXUMOV	LS							SIMD	31		LDVZH4_D16	48	BaFE-	R1_VR2	
SIMD		stvz.h4 wreg2,disp16[reg1]	stvz.h4 WR[31:27],D[47:35]<<3[R[4:0]]	00000	111101	RRRRR	wwwww	011111	11101	D16	wwwww0111111110100000111101RRRRR	REG1/VREG2/VREG2/VREG2/VREG2	1/1/1/1/1							9_2									SINGLE	ST	1					FXUMOV	LS	FXUMOV	LS							SIMD	31		STVZH4_D16	48	BaFE-	R1_VR2	
SIMD		cmovf.w4 wreg4,wreg1,wreg2,wreg3	cmovf.w4 WR[36:32],WR[4:0],WR[47:43],WR[31:27]	00000	111101	RRRRR	wwwww	110000	11101	D16	wwwww1100001110100000111101RRRRR	VREG1/VREG1/VREG2/VREG2/VREG4/VREG4	1/1/1/1/1/1		VREG3/VREG3	1/1				9_4									SINGLE	SIMD	1					FXUOP	FXUMOV	FXUOP	FXUMOV							SIMD			CMOVFW4	48	BaFE-	VR1_VR2X_VR3_VR4	
SIMD		shflv.w4 imm12,wreg1,wreg2,wreg3	shflv.w4 IU[21:21.42:32],WR[4:0],WR[47:43],WR[31:27]	00000	111101	RRRRR	wwwww	11010i	11101	D16	wwwww11010i1110100000111101RRRRR	VREG1/VREG1/VREG2/VREG2	1/1/1/1		VREG3/VREG3/VREG3/VREG3	1/1/1/1				9_4									SINGLE	SIMD	1					FXUOP	FXUMOV	FXUOP	FXUMOV							SIMD			SHFLVW4	48	BaFE-	VR1_VR2X_VR3	
V850		clip.b reg1,reg2	clip.b R[4:0],R[15:11]	rrrrr	111111	RRRRR	00000	00000	001000		0000000000001000rrrrr111111RRRRR	REG1	1		REG2	1				1_2										AL	1					INT		INT											CLIP_B	32	BKJAD-	R1_R2	
V850		clip.bu reg1,reg2	clip.bu R[4:0],R[15:11]	rrrrr	111111	RRRRR	00000	00000	001010		0000000000001010rrrrr111111RRRRR	REG1	1		REG2	1				1_2										AL	1					INT		INT											CLIP_BU	32	BKJAD-	R1_R2	
V850		clip.h reg1,reg2	clip.h R[4:0],R[15:11]	rrrrr	111111	RRRRR	00000	00000	001100		0000000000001100rrrrr111111RRRRR	REG1	1		REG2	1				1_2										AL	1					INT		INT											CLIP_H	32	BKJAD-	R1_R2	
V850		clip.hu reg1,reg2	clip.hu R[4:0],R[15:11]	rrrrr	111111	RRRRR	00000	00000	001110		0000000000001110rrrrr111111RRRRR	REG1	1		REG2	1				1_2										AL	1					INT		INT											CLIP_HU	32	BKJAD-	R1_R2	
V850		ldl.bu [reg1],reg3	ldl.bu [R[4:0]],R[31:27]	00001	111111	RRRRR	rrrrr	01101	110000		rrrrr0110111000000001111111RRRRR	REG1	1		REG3	7				7_1										LD	12				U8	LS		LS									7		LDLBU	32	BKJA-	R1_R3	
V850		ld.b [reg1]+,reg3	ld.b [R[4:0]]+,R[31:27]	00010	111111	RRRRR	rrrrr	01101	110000		rrrrr0110111000000010111111RRRRR	REG1	1		REG3/REG1	3/1				3_3						LSAL				LD	1			LOAD_INCDEC	S8	LS	INT	LS	INT								4		LDB_INC	32	BKJA-	R1_R3	
V850		ld.bu [reg1]+,reg3	ld.bu [R[4:0]]+,R[31:27]	00011	111111	RRRRR	rrrrr	01101	110000		rrrrr0110111000000011111111RRRRR	REG1	1		REG3/REG1	3/1				3_3						LSAL				LD	1			LOAD_INCDEC	U8	LS	INT	LS	INT								4		LDBU_INC	32	BKJA-	R1_R3	
V850		ld.b [reg1]-,reg3	ld.b [R[4:0]]-,R[31:27]	00100	111111	RRRRR	rrrrr	01101	110000		rrrrr0110111000000100111111RRRRR	REG1	1		REG3/REG1	3/1				3_3						LSAL				LD	1			LOAD_INCDEC	S8	LS	INT	LS	INT								5		LDB_DEC	32	BKJA-	R1_R3	
V850		ld.bu [reg1]-,reg3	ld.bu [R[4:0]]-,R[31:27]	00101	111111	RRRRR	rrrrr	01101	110000		rrrrr0110111000000101111111RRRRR	REG1	1		REG3/REG1	3/1				3_3						LSAL				LD	1			LOAD_INCDEC	U8	LS	INT	LS	INT								5		LDBU_DEC	32	BKJA-	R1_R3	
V850		stc.b reg3,[reg1]	stc.b R[31:27],[R[4:0]]	00000	111111	RRRRR	rrrrr	01101	110010		rrrrr0110111001000000111111RRRRR	REG3/REG1	1/1		REG3	6				7_1										ST	8			STC		LS		LS									7		STCB	32	BKJA-	R1_R3	
V850		st.b reg3,[reg1]+	st.b R[31:27],[R[4:0]]+	00010	111111	RRRRR	rrrrr	01101	110010		rrrrr0110111001000010111111RRRRR	REG3/REG1	1/1		REG1	1				3_3						LSAL				ST	1					LS	INT	LS	INT								4		STB_INC	32	BKJA-	R1_R3	
V850		st.b reg3,[reg1]-	st.b R[31:27],[R[4:0]]-	00100	111111	RRRRR	rrrrr	01101	110010		rrrrr0110111001000100111111RRRRR	REG3/REG1	1/1		REG1	1				3_3						LSAL				ST	1					LS	INT	LS	INT								5		STB_DEC	32	BKJA-	R1_R3	
V850		ldl.hu [reg1],reg3	ldl.hu [R[4:0]],R[31:27]	00001	111111	RRRRR	rrrrr	01101	110100		rrrrr0110111010000001111111RRRRR	REG1	1		REG3	7				7_1										LD	12				U16	LS		LS									7		LDLHU	32	BKJA-	R1_R3	
V850		ld.h [reg1]+,reg3	ld.h [R[4:0]]+,R[31:27]	00010	111111	RRRRR	rrrrr	01101	110100		rrrrr0110111010000010111111RRRRR	REG1	1		REG3/REG1	3/1				3_3						LSAL				LD	1			LOAD_INCDEC	S16	LS	INT	LS	INT								4		LDH_INC	32	BKJA-	R1_R3	
V850		ld.hu [reg1]+,reg3	ld.hu [R[4:0]]+,R[31:27]	00011	111111	RRRRR	rrrrr	01101	110100		rrrrr0110111010000011111111RRRRR	REG1	1		REG3/REG1	3/1				3_3						LSAL				LD	1			LOAD_INCDEC	U16	LS	INT	LS	INT								4		LDHU_INC	32	BKJA-	R1_R3	
V850		ld.h [reg1]-,reg3	ld.h [R[4:0]]-,R[31:27]	00100	111111	RRRRR	rrrrr	01101	110100		rrrrr0110111010000100111111RRRRR	REG1	1		REG3/REG1	3/1				3_3						LSAL				LD	1			LOAD_INCDEC	S16	LS	INT	LS	INT								5		LDH_DEC	32	BKJA-	R1_R3	
V850		ld.hu [reg1]-,reg3	ld.hu [R[4:0]]-,R[31:27]	00101	111111	RRRRR	rrrrr	01101	110100		rrrrr0110111010000101111111RRRRR	REG1	1		REG3/REG1	3/1				3_3						LSAL				LD	1			LOAD_INCDEC	U16	LS	INT	LS	INT								5		LDHU_DEC	32	BKJA-	R1_R3	
V850		stc.h reg3,[reg1]	stc.h R[31:27],[R[4:0]]	00000	111111	RRRRR	rrrrr	01101	110110		rrrrr0110111011000000111111RRRRR	REG3/REG1	1/1		REG3	6				7_1										ST	8			STC		LS		LS									7		STCH	32	BKJA-	R1_R3	
V850		st.h reg3,[reg1]+	st.h R[31:27],[R[4:0]]+	00010	111111	RRRRR	rrrrr	01101	110110		rrrrr0110111011000010111111RRRRR	REG3/REG1	1/1		REG1	1				3_3						LSAL				ST	1					LS	INT	LS	INT								4		STH_INC	32	BKJA-	R1_R3	
V850		st.h reg3,[reg1]-	st.h R[31:27],[R[4:0]]-	00100	111111	RRRRR	rrrrr	01101	110110		rrrrr0110111011000100111111RRRRR	REG3/REG1	1/1		REG1	1				3_3						LSAL				ST	1					LS	INT	LS	INT								5		STH_DEC	32	BKJA-	R1_R3	
V850		ld.w [reg1]+,reg3	ld.w [R[4:0]]+,R[31:27]	00010	111111	RRRRR	rrrrr	01101	111000		rrrrr0110111100000010111111RRRRR	REG1	1		REG3/REG1	3/1				3_3						LSAL				LD	1			LOAD_INCDEC	U32	LS	INT	LS	INT								4		LDW_INC	32	BKJA-	R1_R3	
V850		ld.w [reg1]-,reg3	ld.w [R[4:0]]-,R[31:27]	00100	111111	RRRRR	rrrrr	01101	111000		rrrrr0110111100000100111111RRRRR	REG1	1		REG3/REG1	3/1				3_3						LSAL				LD	1			LOAD_INCDEC	U32	LS	INT	LS	INT								5		LDW_DEC	32	BKJA-	R1_R3	
V850		st.w reg3,[reg1]+	st.w R[31:27],[R[4:0]]+	00010	111111	RRRRR	rrrrr	01101	111010		rrrrr0110111101000010111111RRRRR	REG3/REG1	1/1		REG1	1				3_3						LSAL				ST	1					LS	INT	LS	INT								4		STW_INC	32	BKJA-	R1_R3	
V850		st.w reg3,[reg1]-	st.w R[31:27],[R[4:0]]-	00100	111111	RRRRR	rrrrr	01101	111010		rrrrr0110111101000100111111RRRRR	REG3/REG1	1/1		REG1	1				3_3						LSAL				ST	1					LS	INT	LS	INT								5		STW_DEC	32	BKJA-	R1_R3	
V850		resbank	resbank	00000	111111	00000	10000	00101	100000		10000001011000000000011111100000				REGS	3				8_1				5						SP	25			LAT_RESBANK	RESBANK	LS		LS							SV		22		RESBANK	32	BKJADC-	NONE	
V850		cll	cll	11111	111111	11111	11110	00101	100000		11110001011000001111111111111111									7_1										CAC	1				CACHE	INT		INT									20		CLL	32	BKJADC-	NONE	
V850		stm.gsr [reg1]	stm.gsr [R[4:0]]	00000	111111	RRRRR	10010	00101	100000		100100010110000000000111111RRRRR	REG1	1							8_1				1						SP	19					LS		LS							UM		14		STM_GSR	32	BKJAD-	R1	Enabled only in G4MH2.0. To cause RIE instead of PIE, Priv is UM.
V850		stm.mp eh-et,[reg1]	stm.mp E[15:11]-E[31:27],[R[4:0]]	rrrrr	111111	RRRRR	wwwww	00101	100100		wwwww00101100100rrrrr111111RRRRR	REG1	1							8_1				1						SP	2			STMMP		LS		LS							UM		15		STM_MP	32	BKJ-	R1_SYNC	Enabled only in G4MH2.0. To cause RIE instead of PIE, Priv is UM.
V850		ldm.gsr [reg1]	ldm.gsr [R[4:0]]	00000	111111	RRRRR	10011	00101	100000		100110010110000000000111111RRRRR	REG1	1		REGS	3				8_1				1						SP	26			LDM	LDM	LS		LS							UM		14		LDM_GSR	32	BKJAD-	R1_SYNC	Enabled only in G4MH2.0. To cause RIE instead of PIE, Priv is UM.
V850		ldm.mp [reg1],eh-et	ldm.mp [R[4:0]],E[15:11]-E[31:27]	rrrrr	111111	RRRRR	wwwww	00101	100110		wwwww00101100110rrrrr111111RRRRR	REG1	1		REGS	3				8_1				1						SP	8			LDM	LDM	LS		LS							UM		15		LDM_MP	32	BKJ-	R1_SYNC	Enabled only in G4MH2.0. To cause RIE instead of PIE, Priv is UM.
